@relation review

@attribute sentence string
@attribute aspect {character,plot,neither}

@data
'Still itUs been a long time so it wasnUt too annoying U and IUd even contrived to forget the sequence of some of the eventsActually IUm enjoying the reread more than I really anticipated ',plot
'ItUs nice to come back to Harry Potter now the hypeUs died down a bit to read it not because itUs a cultural monolith and people are saying I have to but because I feel like it ',plot
'Helps that I donUt have anything to prove too once it caught on in school there were years where I just had to be reading more literary stuff just because high schoolItUs nice to come to these books for the friendships between Ron Harry and Hermione for the funny moments with Lockhart for Dobby for that thrill when it comes to the idea of Knockturn AlleyU for the bravery and heroism of Harry who isnUt particularly strong or smart Hermione is a better witch than Harry a wizard itUs very clear who has been thrown into the path of great events and does what he canAlso posted here ',plot
'Good LORD theres a lot of foreshadowing in this book ',neither
'Its kind of astonishing how many key things for later in the series pop up for the first time hereI still find new things each time I read these books which never fails to stagger me ',character
'This time around',neither
'And while Harry was sure he had never heard the name TM ',neither
'Riddle before it still seemed to mean something to him almost as though Riddle was a friend hed had when he was very small and halfforgotten p ',neither
'YerGood LORD theres a lot of foreshadowing in this book ',neither
'Its kind of astonishing how many key things for later in the series pop up for the first time hereI still find new things each time I read these books which never fails to stagger me ',character
'This time around',neither
'And while Harry was sure he had never heard the name TM ',neither
'Riddle before it still seemed to mean something to him almost as though Riddle was a friend hed had when he was very small and halfforgotten p ',neither
'Yer a Horcrux Harry ',neither
'Lets just go ahead and add that to the list of foreshadowing in my last review shall we',neither
'I first read Harry Potter and the Chamber of Secrets on a plane from London to Singapore in ',neither
'My mum handed it and Philosophers Stone to me as I was boarding the plane and told me to read them and let me know what she thought when she got back to Australia the following week ',neither
'I read both books straight through without stopping ',neither
'I read through dinner and I kept reading when they dimmed the lights so everyone could go to sleep ',neither
'Fourteen years later I still love it ',neither
'I love Gilderoy Lockharts special bucket of crazy narcissism ',neither
'I love the Ford Anglia ',neither
'I love how there are so many little flashes of foreshadowing the introduction of Azkaban of Tom Riddles diary of the sword of Gryffindor of the basilisk fangs of Polyjuice potion ',plot
'Its not my favourite Potter book but I still love it ',neither
'This book has me crying happy tears at the end of it ',neither
'Usually I say that Chamber of Secrets is my least favorite book in this series but for some reason while I was rereading it this time around I think it has moved up higher on my list ',neither
'This book starts off with poor Harry having the worst time ',neither
'I think we see him more bummed out than he was during the beginning of Philosophers Stone ',plot
'But as always he pulls through and leaves readers feeling super proud of him ',character
'I love how much this book sThis book has me crying happy tears at the end of it ',neither
'Usually I say that Chamber of Secrets is my least favorite book in this series but for some reason while I was rereading it this time around I think it has moved up higher on my list ',neither
'This book starts off with poor Harry having the worst time ',neither
'I think we see him more bummed out than he was during the beginning of Philosophers Stone ',plot
'But as always he pulls through and leaves readers feeling super proud of him ',character
'I love how much this book sets everything up for the rest of the series ',plot
'There are so many small references in here that become so important later on ',neither
'I just really enjoyed this one much more than I usually do so Im pretty happy ',plot
' I also am usually so annoyed with Dobby throughout a majority of this book but this time he really only bothered my in the very beginning ',plot
'REREADHow is it even possible to accurately describe your feelings after reading Harry Potter',plot
'How is it that even though Ive read these books multiple times and watched the movies thousands of times that Im still captivated and shocked when I finish one of these books',plot
'I dont know how JK Rowling does it ',neither
'Hogwarts is by far the best setting in the history of books ',neither
'The professors students and magic in this story are absolutely incredible and amazing in every way ',neither
'This is one of the reaREREADHow is it even possible to accurately describe your feelings after reading Harry Potter',plot
'How is it that even though Ive read these books multiple times and watched the movies thousands of times that Im still captivated and shocked when I finish one of these books',plot
'I dont know how JK Rowling does it ',neither
'Hogwarts is by far the best setting in the history of books ',neither
'The professors students and magic in this story are absolutely incredible and amazing in every way ',neither
'This is one of the really fun Harry Potter books ',plot
'The scenes with Aragog The Polyjuice Potion and Tom Riddle are fantastic ',neither
'The battle in the Chamber Of Secrets is crazy and I just love it ',neither
'I want to write a page review on why Harry Potter is amazing but it is nearly impossible for me to do ',neither
'No series has ever built a better world and cast of characters ',character
'I finished this at am today ',neither
'Couldnt sleep so I grabbed it and just kept on reading until the end because I couldnt stop even though I already knew the story ',neither
'This was the one that truly made me fall in love with the series the first one I read when I was a kid and the one that I would reenact the most with my friends ',character
'This is bound to make every kid or grown ups imagination go wild a flying car a domestic elf named Dobby a tree that hits back plants that scream like little babiesI finished this at am today ',neither
'Couldnt sleep so I grabbed it and just kept on reading until the end because I couldnt stop even though I already knew the story ',neither
'This was the one that truly made me fall in love with the series the first one I read when I was a kid and the one that I would reenact the most with my friends ',character
'This is bound to make every kid or grown ups imagination go wild a flying car a domestic elf named Dobby a tree that hits back plants that scream like little babies the Polyjuice potion the giant spiders Fawkes the basilisk ',neither
'I love it so much ',neither
'I remember gasping in awe when I saw the movie scene where Tom Riddle reveals hes Voldemort even though Id already read the book and now I found myself gasping quite a few times again ',neither
' stars ',neither
' starsI really enjoyed reading this one more than the first one ',plot
'I have no idea how that is possible',neither
'I wish Hermione was more present in the book because she is Hermione and I wish I could be her ',character
'Lol ',neither
'I totally get the book cover now Harry grabbing onto the phoenixs tail ',neither
'I am so glad I have decided to read the books because I get more background info in to this world ',neither
'For example the movie doesnt mention what anything about squibs but the book does ',neither
'I love this',neither
'I took stars starsI really enjoyed reading this one more than the first one ',plot
'I have no idea how that is possible',neither
'I wish Hermione was more present in the book because she is Hermione and I wish I could be her ',character
'Lol ',neither
'I totally get the book cover now Harry grabbing onto the phoenixs tail ',neither
'I am so glad I have decided to read the books because I get more background info in to this world ',neither
'For example the movie doesnt mention what anything about squibs but the book does ',neither
'I love this',neither
'I took stars off because I did get a little bored in the middle of the story ',neither
'Other than that this was awesome and I cant wait to read HP the Prisoner of Azkaban',neither
'Its been a while since Ive read these and I like the step back time has given me letting me see a lot more while enjoying the story as much ',plot
'Although this is probably my least favourite Harry Potter book it is full of great characters and moments ',character
'Mostly Im impressed at the way Rowling continues to build her world mentioning for instance characters that will appear later on and adding layer upon layer of details ',character
'Maybe it is this that appeals to all of us this amazing world that you canIts been a while since Ive read these and I like the step back time has given me letting me see a lot more while enjoying the story as much ',plot
'Although this is probably my least favourite Harry Potter book it is full of great characters and moments ',character
'Mostly Im impressed at the way Rowling continues to build her world mentioning for instance characters that will appear later on and adding layer upon layer of details ',character
'Maybe it is this that appeals to all of us this amazing world that you can nearly touch OAnother great read by Stephen Fry ',plot
'Is it possible to fall in love with a book even more every time you read it',plot
'And that too at different ages I read it as a child then as a teenager and now in my twenties and every time I enjoy the Harry Potter books more than beforeThese books are pure magic',plot
'Though I love this book a little less than the first one but I will not give it less than stars ',neither
'More enjoyable than the first and second time I read it ',plot
'UF UA UB UC UB UB UB UBD UB UB UC UBB UB UBF UBD UB UC UB UB UBA UB UC UC UBF UBD UC UBD UBA UB UB UC UBF UB UB UB UBB UB UBF UB UB UB UB UC UB UBC UB UC UB UB UB UC UB UB UC UB UBD UB UB UC UC UB UC UB UC UC UBF UBD UB UB UC UBF UB UC UB UC UB UC UC UBF UC UC UC UBF HowardsUA UC UB UBD UB UC UC UB UC UBF UC UB UB UB UBB UB UBF UC UBF UA UB UC UB UB UC UB UC UBA UB UC UB UB UC UC UBF UC UC UB UC UB UC UC UBD UD UC UB UC UC UBB UBUC UB UC UB UB UBA UC UBD UB UC UBC UB UBD UBF UC UBA UB UB UC UB UBB UB UB UC UC UC UB UBC UB UBD UBF UC UBC UB UC UC UB UC UBF UC UBF UBA UB UBB UC UC UB UC UBF UC UC UBF UC UC UB UBB UBF UC UBF UA UBF UBD UB UC UC UB UC UB UB UBD UB UC UBF UBD UC UC UC UB UBU UC UB UB UC UB UC UB UC UB UBC UB UBD UB UB UBA UB UB UC UC UBF UB UB UC UC UB UC UBF UB UB UB UBB UB UBF UB UC UBA UB UC UB UC UB UB UB UB UBA UBUB UB UB UB UC UC UBF UBA UB UB UB UB UBD UB UB UB UBA UC UC UC UC UB UBB UB UC UC UC UB UBA UBF ',neither
